name2	name	name	avHet	chrom	chromStart	txStart	txEnd
LOC339862	NM_001257177	rs17200916	0.497829	chr3	17844751	18004063	18310410
LOC105376975	NR_135536	rs17200916	0.497829	chr3	17844751	17784435	17787154
NGEF	NM_019850	rs186132169	0	chr2	233792971	233743411	233877966
GIGYF2	NR_103494	rs186132169	0	chr2	233792971	233562014	233601358
GIGYF2	NR_103493	rs186132169	0	chr2	233792971	233562014	233601358
GIGYF2	NR_103492	rs186132169	0	chr2	233792971	233599126	233725287
GIGYF2	NM_015575	rs186132169	0	chr2	233792971	233562014	233725289
GIGYF2	NR_103495	rs186132169	0	chr2	233792971	233562014	233601358
GIGYF2	NM_001103148	rs186132169	0	chr2	233792971	233562014	233725289
GIGYF2	NM_001103146	rs186132169	0	chr2	233792971	233562014	233725289
GIGYF2	NM_001103147	rs186132169	0	chr2	233792971	233562014	233725289
INPP5D	NM_005541	rs186132169	0	chr2	233792971	233924676	234116549
INPP5D	NM_001017915	rs186132169	0	chr2	233792971	233924676	234116549
KCNJ13	NM_001172416	rs186132169	0	chr2	233792971	233630511	233641275
KCNJ13	NM_002242	rs186132169	0	chr2	233792971	233630511	233641275
KCNJ13	NM_001172417	rs186132169	0	chr2	233792971	233630511	233641275
SNORC	NM_001346120	rs186132169	0	chr2	233792971	233734341	233743414
SNORC	NR_144372	rs186132169	0	chr2	233792971	233740489	233743414
SNORC	NR_144371	rs186132169	0	chr2	233792971	233740319	233743414
SNORC	NM_001346121	rs186132169	0	chr2	233792971	233740137	233743414
NGEF	NM_001114090	rs186132169	0	chr2	233792971	233743395	233792861
SNORC	NM_001346122	rs186132169	0	chr2	233792971	233733723	233743414
SNORC	NM_206895	rs186132169	0	chr2	233792971	233734803	233743414
LOC101928881	NR_136325	rs186132169	0	chr2	233792971	233877323	233880595
NEU2	NM_005383	rs186132169	0	chr2	233792971	233897381	233899767
OTUD7B	NM_020205	rs2027349	0.359998	chr1	150039677	149909704	149982675
VPS45	NM_007259	rs2027349	0.359998	chr1	150039677	150039832	150117507
VPS45	NR_103998	rs2027349	0.359998	chr1	150039677	150039724	150117505
VPS45	NM_001279353	rs2027349	0.359998	chr1	150039677	150039349	150117505
VPS45	NM_001279354	rs2027349	0.359998	chr1	150039677	150039724	150117505
MTMR11	NM_001145862	rs2027349	0.359998	chr1	150039677	149900542	149908772
SV2A	NM_001328674	rs2027349	0.359998	chr1	150039677	149874871	149889434
HIST2H2AC	NM_003517	rs2027349	0.359998	chr1	150039677	149858524	149858961
SV2A	NM_001278719	rs2027349	0.359998	chr1	150039677	149874871	149878543
SV2A	NM_014849	rs2027349	0.359998	chr1	150039677	149874871	149889434
HIST2H2BE	NM_003528	rs2027349	0.359998	chr1	150039677	149856009	149858232
BOLA1	NM_001321026	rs2027349	0.359998	chr1	150039677	149871134	149872348
BOLA1	NM_001321025	rs2027349	0.359998	chr1	150039677	149871134	149872348
MTMR11	NM_181873	rs2027349	0.359998	chr1	150039677	149900542	149908266
SF3B4	NM_005850	rs2027349	0.359998	chr1	150039677	149895208	149900144
HIST2H2AB	NM_175065	rs2027349	0.359998	chr1	150039677	149859018	149859466
BOLA1	NM_016074	rs2027349	0.359998	chr1	150039677	149871134	149872348
SV2A	NM_001328675	rs2027349	0.359998	chr1	150039677	149874871	149889434
PLEKHO1	NM_016274	rs2027349	0.359998	chr1	150039677	150122105	150132260
ANP32E	NM_030920	rs2027349	0.359998	chr1	150039677	150190716	150208504
PLEKHO1	NM_001304724	rs2027349	0.359998	chr1	150039677	150121623	150132260
PLEKHO1	NM_001304723	rs2027349	0.359998	chr1	150039677	150122775	150132260
PLEKHO1	NM_001304722	rs2027349	0.359998	chr1	150039677	150121623	150132260
ANP32E	NM_001136478	rs2027349	0.359998	chr1	150039677	150190716	150208504
LOC105371433	NR_135098	rs2027349	0.359998	chr1	150039677	150132925	150153463
ANP32E	NM_001136479	rs2027349	0.359998	chr1	150039677	150190716	150207026
ANP32E	NM_001280560	rs2027349	0.359998	chr1	150039677	150190716	150208504
ANP32E	NM_001280559	rs2027349	0.359998	chr1	150039677	150190716	150208504
APH1A	NM_001243772	rs2027349	0.359998	chr1	150039677	150237798	150241609
APH1A	NM_001243771	rs2027349	0.359998	chr1	150039677	150237798	150241609
APH1A	NM_016022	rs2027349	0.359998	chr1	150039677	150237798	150241609
APH1A	NR_045035	rs2027349	0.359998	chr1	150039677	150237798	150241609
APH1A	NM_001077628	rs2027349	0.359998	chr1	150039677	150237798	150241609
APH1A	NR_045034	rs2027349	0.359998	chr1	150039677	150237798	150241609
APH1A	NR_045033	rs2027349	0.359998	chr1	150039677	150237798	150241609
CA14	NM_012113	rs2027349	0.359998	chr1	150039677	150230168	150237478
SNORD13C	NR_145745	rs2027349	0.359998	chr1	150039677	150234092	150234196
SRPK2	NM_001350744	rs2192932	0.392511	chr7	104653264	104756820	104909524
SRPK2	NM_001350740	rs2192932	0.392511	chr7	104653264	104756820	105029837
SRPK2	NM_001350739	rs2192932	0.392511	chr7	104653264	104756820	104909524
SRPK2	NM_001350742	rs2192932	0.392511	chr7	104653264	104756820	105029837
SRPK2	NM_001350741	rs2192932	0.392511	chr7	104653264	104756820	105029377
SRPK2	NM_001350743	rs2192932	0.392511	chr7	104653264	104756820	105029377
SRPK2	NM_001350745	rs2192932	0.392511	chr7	104653264	104756820	104909524
SRPK2	NM_001350738	rs2192932	0.392511	chr7	104653264	104756820	105029377
SRPK2	NM_001350746	rs2192932	0.392511	chr7	104653264	104756820	105029837
SRPK2	NM_001278273	rs2192932	0.392511	chr7	104653264	104756820	104939226
SRPK2	NM_182691	rs2192932	0.392511	chr7	104653264	104756820	104909524
SRPK2	NM_182692	rs2192932	0.392511	chr7	104653264	104756820	105029377
KMT2E	NM_018682	rs2192932	0.392511	chr7	104653264	104654636	104754532
KMT2E	NM_182931	rs2192932	0.392511	chr7	104653264	104654636	104754532
LHFPL3	NM_199000	rs2192932	0.392511	chr7	104653264	103969103	104549003
LHFPL3-AS2	NR_027374	rs2192932	0.392511	chr7	104653264	104535074	104567092
LINC01004	NR_039981	rs2192932	0.392511	chr7	104653264	104622193	104631612
KMT2E-AS1	NR_024586	rs2192932	0.392511	chr7	104653264	104650988	104654588
SLC45A1	NM_001080397	rs301791	0.316	chr1	8468371	8378144	8404227
RERE	NM_012102	rs301791	0.316	chr1	8468371	8412463	8877699
RERE	NM_001042681	rs301791	0.316	chr1	8468371	8412463	8877699
LINC01714	NR_125998	rs301791	0.316	chr1	8468371	8268731	8275268
RERE-AS1	NR_125999	rs301791	0.316	chr1	8468371	8484704	8495076
RERE	NM_001042682	rs301791	0.316	chr1	8468371	8412463	8483747
SNORD128	NR_132752	rs301791	0.316	chr1	8468371	8554859	8554973
R3HDM2	NM_001351204	rs324015	0.414905	chr12	57490099	57647546	57824787
R3HDM2	NM_001351205	rs324015	0.414905	chr12	57490099	57647546	57736028
R3HDM2	NM_001330121	rs324015	0.414905	chr12	57490099	57647546	57824788
R3HDM2	NM_001351207	rs324015	0.414905	chr12	57490099	57647546	57824788
R3HDM2	NM_001351216	rs324015	0.414905	chr12	57490099	57647546	57735228
R3HDM2	NM_001330123	rs324015	0.414905	chr12	57490099	57647546	57824788
R3HDM2	NM_001351206	rs324015	0.414905	chr12	57490099	57647546	57735228
R3HDM2	NM_014925	rs324015	0.414905	chr12	57490099	57647546	57824788
R3HDM2	NM_001351208	rs324015	0.414905	chr12	57490099	57647546	57735228
R3HDM2	NM_001351209	rs324015	0.414905	chr12	57490099	57647546	57735228
R3HDM2	NM_001351217	rs324015	0.414905	chr12	57490099	57647546	57824787
R3HDM2	NM_001351215	rs324015	0.414905	chr12	57490099	57647546	57735228
R3HDM2	NM_001351214	rs324015	0.414905	chr12	57490099	57647546	57736028
R3HDM2	NM_001351213	rs324015	0.414905	chr12	57490099	57647546	57824787
R3HDM2	NM_001351212	rs324015	0.414905	chr12	57490099	57647546	57824787
R3HDM2	NM_001351211	rs324015	0.414905	chr12	57490099	57647546	57824787
R3HDM2	NM_001351218	rs324015	0.414905	chr12	57490099	57647546	57824787
R3HDM2	NM_001330122	rs324015	0.414905	chr12	57490099	57647546	57735228
LRP1-AS	NR_131939	rs324015	0.414905	chr12	57490099	57540272	57541402
TAC3	NR_135166	rs324015	0.414905	chr12	57490099	57403780	57410344
LRP1	NM_002332	rs324015	0.414905	chr12	57490099	57522281	57607125
TAC3	NM_013251	rs324015	0.414905	chr12	57490099	57403780	57410344
TAC3	NR_033654	rs324015	0.414905	chr12	57490099	57403780	57410344
TAC3	NM_001178054	rs324015	0.414905	chr12	57490099	57403780	57410344
LRP1-AS	NR_131938	rs324015	0.414905	chr12	57490099	57538402	57541402
TAC3	NR_135165	rs324015	0.414905	chr12	57490099	57403780	57410344
TAC3	NR_135164	rs324015	0.414905	chr12	57490099	57403780	57410344
SDR9C7	NM_148897	rs324015	0.414905	chr12	57490099	57316916	57328192
ZBTB39	NM_014830	rs324015	0.414905	chr12	57490099	57392616	57400297
GPR182	NM_007264	rs324015	0.414905	chr12	57490099	57388275	57392231
RDH16	NM_003708	rs324015	0.414905	chr12	57490099	57345214	57353158
RDH16	NM_001320108	rs324015	0.414905	chr12	57490099	57345214	57353158
STAT6	NR_033659	rs324015	0.414905	chr12	57490099	57489186	57505196
STAT6	NM_001178080	rs324015	0.414905	chr12	57490099	57489186	57505196
STAT6	NM_001178081	rs324015	0.414905	chr12	57490099	57489186	57505196
MYO1A	NM_001256041	rs324015	0.414905	chr12	57490099	57422300	57444549
NEMP1	NM_015257	rs324015	0.414905	chr12	57490099	57449425	57472574
NAB2	NM_005967	rs324015	0.414905	chr12	57490099	57482676	57489259
STAT6	NM_003153	rs324015	0.414905	chr12	57490099	57489186	57505196
STAT6	NM_001178078	rs324015	0.414905	chr12	57490099	57489186	57505196
MYO1A	NM_005379	rs324015	0.414905	chr12	57490099	57422300	57443901
NAB2	NM_001330305	rs324015	0.414905	chr12	57490099	57482676	57489259
STAT6	NM_001178079	rs324015	0.414905	chr12	57490099	57489186	57504089
NEMP1	NM_001130963	rs324015	0.414905	chr12	57490099	57449425	57472574
SHMT2	NR_029417	rs324015	0.414905	chr12	57490099	57623355	57628718
SHMT2	NR_029415	rs324015	0.414905	chr12	57490099	57624110	57628718
STAC3	NR_104422	rs324015	0.414905	chr12	57490099	57637237	57644976
SHMT2	NR_048562	rs324015	0.414905	chr12	57490099	57624148	57628718
SHMT2	NM_005412	rs324015	0.414905	chr12	57490099	57623355	57628718
SHMT2	NR_029416	rs324015	0.414905	chr12	57490099	57623827	57628718
STAC3	NM_145064	rs324015	0.414905	chr12	57490099	57637240	57644970
STAC3	NM_001286257	rs324015	0.414905	chr12	57490099	57637237	57644976
STAC3	NM_001286256	rs324015	0.414905	chr12	57490099	57637237	57644976
NXPH4	NM_007224	rs324015	0.414905	chr12	57490099	57610577	57620232
MIR1228	NR_031597	rs324015	0.414905	chr12	57490099	57588286	57588359
NDUFA4L2	NM_020142	rs324015	0.414905	chr12	57490099	57628685	57634475
SHMT2	NM_001166356	rs324015	0.414905	chr12	57490099	57623355	57628718
SHMT2	NM_001166358	rs324015	0.414905	chr12	57490099	57623827	57628718
SHMT2	NM_001166357	rs324015	0.414905	chr12	57490099	57624142	57628718
SHMT2	NM_001166359	rs324015	0.414905	chr12	57490099	57624110	57628718
R3HDM2	NM_001351204	rs324017	0.429837	chr12	57487813	57647546	57824787
R3HDM2	NM_001351205	rs324017	0.429837	chr12	57487813	57647546	57736028
R3HDM2	NM_001330121	rs324017	0.429837	chr12	57487813	57647546	57824788
R3HDM2	NM_001351207	rs324017	0.429837	chr12	57487813	57647546	57824788
R3HDM2	NM_001351216	rs324017	0.429837	chr12	57487813	57647546	57735228
R3HDM2	NM_001330123	rs324017	0.429837	chr12	57487813	57647546	57824788
R3HDM2	NM_001351206	rs324017	0.429837	chr12	57487813	57647546	57735228
R3HDM2	NM_014925	rs324017	0.429837	chr12	57487813	57647546	57824788
R3HDM2	NM_001351208	rs324017	0.429837	chr12	57487813	57647546	57735228
R3HDM2	NM_001351209	rs324017	0.429837	chr12	57487813	57647546	57735228
R3HDM2	NM_001351217	rs324017	0.429837	chr12	57487813	57647546	57824787
R3HDM2	NM_001351215	rs324017	0.429837	chr12	57487813	57647546	57735228
R3HDM2	NM_001351214	rs324017	0.429837	chr12	57487813	57647546	57736028
R3HDM2	NM_001351213	rs324017	0.429837	chr12	57487813	57647546	57824787
R3HDM2	NM_001351212	rs324017	0.429837	chr12	57487813	57647546	57824787
R3HDM2	NM_001351211	rs324017	0.429837	chr12	57487813	57647546	57824787
R3HDM2	NM_001351218	rs324017	0.429837	chr12	57487813	57647546	57824787
R3HDM2	NM_001330122	rs324017	0.429837	chr12	57487813	57647546	57735228
LRP1-AS	NR_131939	rs324017	0.429837	chr12	57487813	57540272	57541402
