name2	name	name	avHet	chrom	chromStart	txStart	txEnd
PRKCD	NM_001354679	rs10933	0.491732	chr3	52719815	53195222	53226733
TLR9	NM_017442	rs10933	0.491732	chr3	52719815	52255095	52260179
TWF2	NM_007284	rs10933	0.491732	chr3	52719815	52262625	52273183
LOC101929054	NR_135307	rs10933	0.491732	chr3	52719815	52273253	52275113
ALAS1	NM_199166	rs10933	0.491732	chr3	52719815	52232098	52248343
PPM1M	NM_144641	rs10933	0.491732	chr3	52719815	52279808	52284615
PPM1M	NM_001122870	rs10933	0.491732	chr3	52719815	52280185	52284615
ALAS1	NM_001304443	rs10933	0.491732	chr3	52719815	52232098	52248343
ALAS1	NM_001304444	rs10933	0.491732	chr3	52719815	52232098	52248343
ALAS1	NM_000688	rs10933	0.491732	chr3	52719815	52232098	52248343
GLYCTK	NR_026699	rs10933	0.491732	chr3	52719815	52321835	52329272
GLYCTK	NR_026701	rs10933	0.491732	chr3	52719815	52321835	52329272
GLYCTK	NR_026700	rs10933	0.491732	chr3	52719815	52321835	52329272
GLYCTK	NR_026702	rs10933	0.491732	chr3	52719815	52321835	52329272
GLYCTK	NM_001144951	rs10933	0.491732	chr3	52719815	52321835	52327021
MIRLET7G	NR_029660	rs10933	0.491732	chr3	52719815	52302293	52302377
GLYCTK	NM_145262	rs10933	0.491732	chr3	52719815	52321835	52329272
MIR135A1	NR_029677	rs10933	0.491732	chr3	52719815	52328234	52328324
GLYCTK-AS1	NR_046719	rs10933	0.491732	chr3	52719815	52322595	52323749
NISCH	NM_001276294	rs10933	0.491732	chr3	52719815	52489523	52515926
PHF7	NM_001321126	rs10933	0.491732	chr3	52719815	52444523	52457657
PHF7	NM_001278221	rs10933	0.491732	chr3	52719815	52444523	52457657
BAP1	NM_004656	rs10933	0.491732	chr3	52719815	52435024	52444024
PHF7	NM_016483	rs10933	0.491732	chr3	52719815	52444523	52457657
STAB1	NM_015136	rs10933	0.491732	chr3	52719815	52529353	52558511
NISCH	NM_001276293	rs10933	0.491732	chr3	52719815	52489523	52515926
TNNC1	NM_003280	rs10933	0.491732	chr3	52719815	52485106	52488057
PHF7	NM_001321127	rs10933	0.491732	chr3	52719815	52444523	52457657
SEMA3G	NM_020163	rs10933	0.491732	chr3	52719815	52467050	52479101
NISCH	NM_007184	rs10933	0.491732	chr3	52719815	52489523	52527088
SMIM4	NM_001124767	rs10933	0.491732	chr3	52719815	52570620	52574586
GLT8D1	NM_001278281	rs10933	0.491732	chr3	52719815	52728499	52740099
GLT8D1	NM_001278280	rs10933	0.491732	chr3	52719815	52728499	52740099
GLT8D1	NM_152932	rs10933	0.491732	chr3	52719815	52728499	52737714
NEK4	NM_001348414	rs10933	0.491732	chr3	52719815	52742464	52804965
NEK4	NM_001348413	rs10933	0.491732	chr3	52719815	52771513	52804965
NEK4	NM_001348412	rs10933	0.491732	chr3	52719815	52742464	52804965
SNORD19C	NR_145744	rs10933	0.491732	chr3	52719815	52725393	52725460
SNORD136	NR_132757	rs10933	0.491732	chr3	52719815	52722902	52723049
NEK4	NM_003157	rs10933	0.491732	chr3	52719815	52742464	52804965
GNL3	NM_014366	rs10933	0.491732	chr3	52719815	52719935	52728510
NEK4	NM_001193533	rs10933	0.491732	chr3	52719815	52742464	52804965
GLT8D1	NM_018446	rs10933	0.491732	chr3	52719815	52728499	52740099
GLT8D1	NM_001010983	rs10933	0.491732	chr3	52719815	52728499	52740099
SNORD19B	NR_003687	rs10933	0.491732	chr3	52719815	52724753	52724846
SNORD69	NR_003057	rs10933	0.491732	chr3	52719815	52726751	52726828
SNORD19	NR_003047	rs10933	0.491732	chr3	52719815	52723255	52723331
GNL3	NM_206826	rs10933	0.491732	chr3	52719815	52719935	52728510
GNL3	NM_206825	rs10933	0.491732	chr3	52719815	52719935	52728510
SPCS1	NM_014041	rs10933	0.491732	chr3	52719815	52740121	52742197
TMEM110-MUSTN1	NM_001198974	rs10933	0.491732	chr3	52719815	52867130	52931597
ITIH4-AS1	NR_046615	rs10933	0.491732	chr3	52719815	52857950	52859330
ITIH4	NM_001166449	rs10933	0.491732	chr3	52719815	52847005	52864717
ITIH3	NM_002217	rs10933	0.491732	chr3	52719815	52828783	52843025
MIR8064	NR_107031	rs10933	0.491732	chr3	52719815	52880478	52880568
ITIH4	NM_002218	rs10933	0.491732	chr3	52719815	52847005	52864717
MUSTN1	NM_205853	rs10933	0.491732	chr3	52719815	52867130	52869235
STIMATE	NM_198563	rs10933	0.491732	chr3	52719815	52870771	52931597
RFT1	NM_052859	rs10933	0.491732	chr3	52719815	53122500	53164451
ADAMTSL3	NM_207517	rs11633075	0.258288	chr15	85113971	84322837	84708593
ADAMTSL3	NM_001301110	rs11633075	0.258288	chr15	85113971	84322837	84708593
PDE8A	NM_001243137	rs11633075	0.258288	chr15	85113971	85523743	85682376
SLC28A1	NM_001321722	rs11633075	0.258288	chr15	85113971	85427891	85518876
SLC28A1	NM_001321721	rs11633075	0.258288	chr15	85113971	85427891	85518876
SLC28A1	NM_004213	rs11633075	0.258288	chr15	85113971	85427891	85489027
ZNF592	NM_014630	rs11633075	0.258288	chr15	85113971	85291822	85349676
WDR73	NR_130945	rs11633075	0.258288	chr15	85113971	85184725	85197574
WDR73	NR_130944	rs11633075	0.258288	chr15	85113971	85184725	85197477
PDE8A	NM_002605	rs11633075	0.258288	chr15	85113971	85525204	85682372
WDR73	NR_130946	rs11633075	0.258288	chr15	85113971	85184725	85197574
WDR73	NR_130947	rs11633075	0.258288	chr15	85113971	85184725	85197574
PDE8A	NM_173454	rs11633075	0.258288	chr15	85113971	85525204	85682372
SLC28A1	NM_001287762	rs11633075	0.258288	chr15	85113971	85427891	85489027
SLC28A1	NM_001287761	rs11633075	0.258288	chr15	85113971	85427891	85489027
WDR73	NM_032856	rs11633075	0.258288	chr15	85113971	85184725	85197574
EFL1P1	NR_036652	rs11633075	0.258288	chr15	85113971	84748938	84795353
LOC440300	NR_033738	rs11633075	0.258288	chr15	85113971	84860599	84878025
LOC101929479	NR_049748	rs11633075	0.258288	chr15	85113971	84868829	84869441
UBE2Q2L	NM_001243531	rs11633075	0.258288	chr15	85113971	84841241	84850985
LOC102724135	NR_158192	rs11633075	0.258288	chr15	85113971	84868063	84898888
GOLGA2P7	NR_027001	rs11633075	0.258288	chr15	85113971	84867599	84898920
GOLGA6L4	NM_001267536	rs11633075	0.258288	chr15	85113971	84904524	84914120
GOLGA6L5P	NR_003246	rs11633075	0.258288	chr15	85113971	85049398	85060078
DNM1P41	NR_033787	rs11633075	0.258288	chr15	85113971	85045805	85050249
LOC102724034	NR_120378	rs11633075	0.258288	chr15	85113971	84977315	84978856
LOC103171574	NR_120379	rs11633075	0.258288	chr15	85113971	84977216	84980581
ZSCAN2	NM_181877	rs11633075	0.258288	chr15	85113971	85144248	85166947
ZSCAN2	NM_017894	rs11633075	0.258288	chr15	85113971	85144248	85150116
LINC00933	NR_038273	rs11633075	0.258288	chr15	85113971	85114364	85123412
LINC00933	NR_038274	rs11633075	0.258288	chr15	85113971	85113879	85123412
ZSCAN2	NM_001007072	rs11633075	0.258288	chr15	85113971	85144248	85159841
SCAND2P	NR_004859	rs11633075	0.258288	chr15	85113971	85174690	85185694
SCAND2P	NR_003654	rs11633075	0.258288	chr15	85113971	85174690	85185694
UBE2Q2P1	NR_003661	rs11633075	0.258288	chr15	85113971	85070426	85114026
SEC11A	NM_001271921	rs11633075	0.258288	chr15	85113971	85212767	85259691
NMB	NM_205858	rs11633075	0.258288	chr15	85113971	85198359	85201802
NMB	NM_021077	rs11633075	0.258288	chr15	85113971	85198359	85201802
SEC11A	NR_073518	rs11633075	0.258288	chr15	85113971	85212767	85259691
SEC11A	NM_014300	rs11633075	0.258288	chr15	85113971	85212767	85259691
SEC11A	NM_001271920	rs11633075	0.258288	chr15	85113971	85212767	85259691
SEC11A	NM_001271919	rs11633075	0.258288	chr15	85113971	85212767	85259691
SEC11A	NM_001271918	rs11633075	0.258288	chr15	85113971	85212767	85259691
SEC11A	NM_001271922	rs11633075	0.258288	chr15	85113971	85212767	85259691
ALPK3	NM_020778	rs11633075	0.258288	chr15	85113971	85359910	85416713
SLC28A1	NM_201651	rs11633075	0.258288	chr15	85113971	85427891	85439277
DPYD	NM_001160301	rs1198588	0.323908	chr1	98552831	98185313	98386615
DPYD	NM_000110	rs1198588	0.323908	chr1	98552831	97543299	98386615
LINC01776	NR_046088	rs1198588	0.323908	chr1	98552831	98676266	98738214
DPYD-AS2	NR_046591	rs1198588	0.323908	chr1	98552831	98262476	98263607
LINC01930	NR_146275	rs1198588	0.323908	chr1	98552831	98399029	98407296
MIR137HG	NR_046105	rs1198588	0.323908	chr1	98552831	98453555	98515249
MIR2682	NR_039604	rs1198588	0.323908	chr1	98552831	98510798	98510907
MIR137	NR_029679	rs1198588	0.323908	chr1	98552831	98511625	98511727
ZNF48	NM_001214909	rs12716973	0.471388	chr16	29937651	30406432	30411429
ZNF48	NM_001214906	rs12716973	0.471388	chr16	29937651	30389632	30411429
ZNF48	NM_152652	rs12716973	0.471388	chr16	29937651	30406739	30411429
ZNF48	NM_001214907	rs12716973	0.471388	chr16	29937651	30389634	30411429
ZNF48	NM_001324494	rs12716973	0.471388	chr16	29937651	30406432	30411429
INO80E	NR_130786	rs12716973	0.471388	chr16	29937651	30007529	30017111
INO80E	NR_130787	rs12716973	0.471388	chr16	29937651	30007529	30017111
INO80E	NR_134855	rs12716973	0.471388	chr16	29937651	30007529	30017115
INO80E	NM_173618	rs12716973	0.471388	chr16	29937651	30007529	30017111
SEZ6L2	NM_012410	rs12716973	0.471388	chr16	29937651	29882479	29910585
SEZ6L2	NM_001114099	rs12716973	0.471388	chr16	29937651	29882479	29910585
INO80E	NM_001304563	rs12716973	0.471388	chr16	29937651	30007529	30017111
SEZ6L2	NM_001243332	rs12716973	0.471388	chr16	29937651	29882479	29910585
SEZ6L2	NM_001114100	rs12716973	0.471388	chr16	29937651	29882479	29910585
SEZ6L2	NM_001243333	rs12716973	0.471388	chr16	29937651	29882479	29910585
SMG1P2	NR_135317	rs12716973	0.471388	chr16	29937651	29556331	29625038
INO80E	NM_001304562	rs12716973	0.471388	chr16	29937651	30007529	30017111
SEZ6L2	NM_201575	rs12716973	0.471388	chr16	29937651	29882479	29910585
SLX1A-SULT1A3	NR_037608	rs12716973	0.471388	chr16	29937651	29466411	29476301
BOLA2B	NM_001039182	rs12716973	0.471388	chr16	29937651	29464908	29465645
SLX1B	NM_178044	rs12716973	0.471388	chr16	29937651	29465821	29469545
BOLA2	NM_001320579	rs12716973	0.471388	chr16	29937651	29464908	29466285
SULT1A3	NM_177552	rs12716973	0.471388	chr16	29937651	29471206	29476301
BOLA2-SMG1P6	NM_001320623	rs12716973	0.471388	chr16	29937651	29454225	29466285
BOLA2-SMG1P6	NM_001320622	rs12716973	0.471388	chr16	29937651	29454225	29466285
BOLA2	NR_135304	rs12716973	0.471388	chr16	29937651	29464908	29465526
BOLA2B	NM_001320607	rs12716973	0.471388	chr16	29937651	29464908	29465645
BOLA2	NM_001031827	rs12716973	0.471388	chr16	29937651	29464908	29466285
SLX1B	NM_024044	rs12716973	0.471388	chr16	29937651	29465821	29469545
SMG1P6	NR_135312	rs12716973	0.471388	chr16	29937651	29436731	29458347
BOLA2-SMG1P6	NR_135316	rs12716973	0.471388	chr16	29937651	29454225	29466285
BOLA2-SMG1P6	NM_001320628	rs12716973	0.471388	chr16	29937651	29454225	29465526
BOLA2-SMG1P6	NM_001320627	rs12716973	0.471388	chr16	29937651	29454225	29466285
BOLA2-SMG1P6	NM_001320625	rs12716973	0.471388	chr16	29937651	29454225	29466285
BOLA2-SMG1P6	NM_001320624	rs12716973	0.471388	chr16	29937651	29454225	29466285
SLX1B-SULT1A4	NR_037609	rs12716973	0.471388	chr16	29937651	29466411	29476301
SLX1A	NM_001014999	rs12716973	0.471388	chr16	29937651	29465821	29469545
SLX1A	NM_001015000	rs12716973	0.471388	chr16	29937651	29465821	29469545
SULT1A4	NM_001017390	rs12716973	0.471388	chr16	29937651	29471206	29476301
LOC613038	NR_002557	rs12716973	0.471388	chr16	29937651	29476288	29478899
LOC388242	NR_002556	rs12716973	0.471388	chr16	29937651	29476288	29478899
LOC606724	NR_002454	rs12716973	0.471388	chr16	29937651	29460665	29461236
SMG1P2	NR_135305	rs12716973	0.471388	chr16	29937651	29556331	29606413
NPIPB12	NM_001355401	rs12716973	0.471388	chr16	29937651	29494854	29517195
MIR3680-1	NR_037451	rs12716973	0.471388	chr16	29937651	29610499	29610586
MIR3680-2	NR_049833	rs12716973	0.471388	chr16	29937651	29610499	29610586
QPRT	NM_014298	rs12716973	0.471388	chr16	29937651	29690500	29710020
SPN	NM_001030288	rs12716973	0.471388	chr16	29937651	29674270	29682193
QPRT	NM_001318250	rs12716973	0.471388	chr16	29937651	29690328	29710021
QPRT	NM_001318249	rs12716973	0.471388	chr16	29937651	29690328	29710021
SPN	NM_003123	rs12716973	0.471388	chr16	29937651	29674539	29682193
QPRT	NR_134536	rs12716973	0.471388	chr16	29937651	29690328	29710021
MAZ	NR_074080	rs12716973	0.471388	chr16	29937651	29817857	29822504
C16orf54	NM_175900	rs12716973	0.471388	chr16	29937651	29753785	29757340
PAGR1	NM_024516	rs12716973	0.471388	chr16	29937651	29827472	29833810
KIF22	NM_001256270	rs12716973	0.471388	chr16	29937651	29802288	29816706
KIF22	NM_001256269	rs12716973	0.471388	chr16	29937651	29802033	29816706
MAZ	NM_001276276	rs12716973	0.471388	chr16	29937651	29817857	29822504
MAZ	NM_001276275	rs12716973	0.471388	chr16	29937651	29817416	29822504
MAZ	NM_001042539	rs12716973	0.471388	chr16	29937651	29817857	29822504
PRRT2	NM_145239	rs12716973	0.471388	chr16	29937651	29823408	29827202
CDIPT	NM_001286586	rs12716973	0.471388	chr16	29937651	29869676	29874609
CDIPT	NM_001286585	rs12716973	0.471388	chr16	29937651	29869676	29874609
MVP	NM_005115	rs12716973	0.471388	chr16	29937651	29831714	29859360
MVP	NM_001293205	rs12716973	0.471388	chr16	29937651	29841835	29859360
CDIPT	NM_006319	rs12716973	0.471388	chr16	29937651	29869676	29874609
ZG16	NM_152338	rs12716973	0.471388	chr16	29937651	29789560	29792969
MVP	NM_017458	rs12716973	0.471388	chr16	29937651	29831714	29859360
KIF22	NM_007317	rs12716973	0.471388	chr16	29937651	29802033	29816706
MVP	NM_001293204	rs12716973	0.471388	chr16	29937651	29841835	29859360
CDIPTOSP	NR_024370	rs12716973	0.471388	chr16	29937651	29875003	29879374
CDIPTOSP	NR_015396	rs12716973	0.471388	chr16	29937651	29875154	29879374
PRRT2	NM_001256443	rs12716973	0.471388	chr16	29937651	29823408	29827202
PRRT2	NM_001256442	rs12716973	0.471388	chr16	29937651	29823408	29827202
MAZ	NM_002383	rs12716973	0.471388	chr16	29937651	29817857	29822504
KCTD13	NR_110933	rs12716973	0.471388	chr16	29937651	29917656	29937553
HIRIP3	NM_001197323	rs12716973	0.471388	chr16	29937651	30003641	30007417
TAOK2	NM_016151	rs12716973	0.471388	chr16	29937651	29985187	29999726
TMEM219	NM_001083613	rs12716973	0.471388	chr16	29937651	29973350	29984373
HIRIP3	NM_003609	rs12716973	0.471388	chr16	29937651	30003641	30007417
ASPHD1	NM_181718	rs12716973	0.471388	chr16	29937651	29911808	29917377
KCTD13	NM_178863	rs12716973	0.471388	chr16	29937651	29917660	29937547
TAOK2	NM_004783	rs12716973	0.471388	chr16	29937651	29985187	30003582
TAOK2	NM_001252043	rs12716973	0.471388	chr16	29937651	29985187	29999726
TMEM219	NM_194280	rs12716973	0.471388	chr16	29937651	29973350	29984373
ALDOA	NM_001127617	rs12716973	0.471388	chr16	29937651	30075817	30081741
C16orf92	NM_001353379	rs12716973	0.471388	chr16	29937651	30034654	30039057
PPP4C	NM_001303507	rs12716973	0.471388	chr16	29937651	30087296	30096698
DOC2A	NM_001282068	rs12716973	0.471388	chr16	29937651	30016834	30023669
DOC2A	NM_001282063	rs12716973	0.471388	chr16	29937651	30016834	30022742
DOC2A	NM_001282062	rs12716973	0.471388	chr16	29937651	30016834	30024917
LOC112694756	NM_001365304	rs12716973	0.471388	chr16	29937651	30064410	30081741
LOC112694756	NM_001365305	rs12716973	0.471388	chr16	29937651	30064410	30081741
LOC101928595	NR_135192	rs12716973	0.471388	chr16	29937651	30107750	30116777
ALDOA	NM_001243177	rs12716973	0.471388	chr16	29937651	30077080	30083537
FAM57B	NM_001352173	rs12716973	0.471388	chr16	29937651	30035743	30048014
DOC2A	NR_104089	rs12716973	0.471388	chr16	29937651	30016834	30022401
DOC2A	NM_003586	rs12716973	0.471388	chr16	29937651	30016834	30022401
PPP4C	NM_001303503	rs12716973	0.471388	chr16	29937651	30087296	30096698
PPP4C	NM_001303504	rs12716973	0.471388	chr16	29937651	30087296	30096698
FAM57B	NM_001318504	rs12716973	0.471388	chr16	29937651	30035743	30041405
TBX6	NM_004608	rs12716973	0.471388	chr16	29937651	30097114	30103205
YPEL3	NM_031477	rs12716973	0.471388	chr16	29937651	30103634	30107521
LOC112694756	NM_001365307	rs12716973	0.471388	chr16	29937651	30064410	30081741
DOC2A	NR_104090	rs12716973	0.471388	chr16	29937651	30016834	30022401
GDPD3	NM_024307	rs12716973	0.471388	chr16	29937651	30116130	30124878
YPEL3	NM_001145524	rs12716973	0.471388	chr16	29937651	30103636	30107537
PPP4C	NM_002720	rs12716973	0.471388	chr16	29937651	30087296	30096698
MAPK3	NM_001040056	rs12716973	0.471388	chr16	29937651	30128157	30134630
PPP4C	NM_001303506	rs12716973	0.471388	chr16	29937651	30087296	30096698
MAPK3	NM_002746	rs12716973	0.471388	chr16	29937651	30125425	30134541
FAM57B	NM_031478	rs12716973	0.471388	chr16	29937651	30035743	30042186
MAPK3	NM_001109891	rs12716973	0.471388	chr16	29937651	30125425	30134630
ALDOA	NM_184043	rs12716973	0.471388	chr16	29937651	30075599	30081741
C16orf92	NM_001109660	rs12716973	0.471388	chr16	29937651	30034654	30036023
C16orf92	NM_001109659	rs12716973	0.471388	chr16	29937651	30034654	30036023
ALDOA	NM_184041	rs12716973	0.471388	chr16	29937651	30077080	30083537
BOLA2B	NM_001039182	rs12716973	0.471388	chr16	29937651	30204250	30204987
SLX1B	NM_178044	rs12716973	0.471388	chr16	29937651	30205163	30208887
SLX1A-SULT1A3	NR_037608	rs12716973	0.471388	chr16	29937651	30205753	30215650
BOLA2	NM_001320579	rs12716973	0.471388	chr16	29937651	30204250	30205627
NPIPB12	NM_001355401	rs12716973	0.471388	chr16	29937651	30234194	30257176
BOLA2	NR_135304	rs12716973	0.471388	chr16	29937651	30204250	30204868
CORO1A	NM_007074	rs12716973	0.471388	chr16	29937651	30194730	30200397
SULT1A3	NM_177552	rs12716973	0.471388	chr16	29937651	30210548	30215650
BOLA2B	NM_001320607	rs12716973	0.471388	chr16	29937651	30204250	30204987
SLX1B-SULT1A4	NR_037609	rs12716973	0.471388	chr16	29937651	30205753	30215650
SLX1B	NM_024044	rs12716973	0.471388	chr16	29937651	30205163	30208887
CORO1A	NM_001193333	rs12716973	0.471388	chr16	29937651	30194730	30200397
NPIPB13	NM_001321892	rs12716973	0.471388	chr16	29937651	30234055	30259734
SLX1A	NM_001015000	rs12716973	0.471388	chr16	29937651	30205163	30208887
SLX1A	NM_001014999	rs12716973	0.471388	chr16	29937651	30205163	30208887
BOLA2	NM_001031827	rs12716973	0.471388	chr16	29937651	30204250	30205627
SULT1A4	NM_001017390	rs12716973	0.471388	chr16	29937651	30210548	30215650
LOC613038	NR_002557	rs12716973	0.471388	chr16	29937651	30215637	30218248
LOC388242	NR_002556	rs12716973	0.471388	chr16	29937651	30215637	30218248
LOC606724	NR_002454	rs12716973	0.471388	chr16	29937651	30200004	30200575
TBC1D10B	NM_015527	rs12716973	0.471388	chr16	29937651	30368421	30381522
CD2BP2	NM_001243646	rs12716973	0.471388	chr16	29937651	30362086	30366255
MYLPF	NM_001324459	rs12716973	0.471388	chr16	29937651	30382254	30389312
MYLPF	NM_001324458	rs12716973	0.471388	chr16	29937651	30383638	30389312
CD2BP2	NM_006110	rs12716973	0.471388	chr16	29937651	30362086	30366682
SMG1P5	NR_002453	rs12716973	0.471388	chr16	29937651	30296338	30346695
MYLPF	NM_013292	rs12716973	0.471388	chr16	29937651	30386097	30389312
SEPT1	NM_001365977	rs12716973	0.471388	chr16	29937651	30389453	30393882
SEPT1	NM_052838	rs12716973	0.471388	chr16	29937651	30389453	30394136
DCTPP1	NM_024096	rs12716973	0.471388	chr16	29937651	30435018	30441373
SNORA80C	NR_145731	rs12716973	0.471388	chr16	29937651	30430945	30431080
ZNF771	NM_001142305	rs12716973	0.471388	chr16	29937651	30418734	30429916
DCTPP1	NR_134471	rs12716973	0.471388	chr16	29937651	30435018	30441121
DCTPP1	NR_134470	rs12716973	0.471388	chr16	29937651	30435018	30441373
ZNF771	NM_016643	rs12716973	0.471388	chr16	29937651	30418734	30429916
HHIPL1	NM_001127258	rs12895055	0.285257	chr14	99712793	100111446	100146906
SETD3	NM_032233	rs12895055	0.285257	chr14	99712793	99864082	99947226
CCDC85C	NM_001144995	rs12895055	0.285257	chr14	99712793	99977602	100070727
SETD3	NM_199123	rs12895055	0.285257	chr14	99712793	99876140	99947226
BCL11B	NM_022898	rs12895055	0.285257	chr14	99712793	99635624	99738050
BCL11B	NM_138576	rs12895055	0.285257	chr14	99712793	99635624	99738050
BCL11B	NM_001282238	rs12895055	0.285257	chr14	99712793	99635624	99738050
BCL11B	NM_001282237	rs12895055	0.285257	chr14	99712793	99635624	99738050
CCNK	NM_001099402	rs12895055	0.285257	chr14	99712793	99947738	99977852
HHIPL1	NM_001329411	rs12895055	0.285257	chr14	99712793	100070833	100136675
HHIPL1	NM_032425	rs12895055	0.285257	chr14	99712793	100111446	100135611
CYP46A1	NM_006668	rs12895055	0.285257	chr14	99712793	100150754	100193638
TBC1D5	NM_001349090	rs17200916	0.497829	chr3	17844751	17198653	17784231
TBC1D5	NM_001349083	rs17200916	0.497829	chr3	17844751	17198653	17784231
TBC1D5	NM_001349074	rs17200916	0.497829	chr3	17844751	17198653	17784231
TBC1D5	NM_001349082	rs17200916	0.497829	chr3	17844751	17198653	17784231
TBC1D5	NM_014744	rs17200916	0.497829	chr3	17844751	17198653	17782399
TBC1D5	NM_001349075	rs17200916	0.497829	chr3	17844751	17198653	17784231
TBC1D5	NM_001349084	rs17200916	0.497829	chr3	17844751	17198653	17784231
TBC1D5	NM_001349077	rs17200916	0.497829	chr3	17844751	17198653	17784231
TBC1D5	NM_001349088	rs17200916	0.497829	chr3	17844751	17198653	17784231
TBC1D5	NM_001349087	rs17200916	0.497829	chr3	17844751	17198653	17784231
TBC1D5	NM_001349076	rs17200916	0.497829	chr3	17844751	17198653	17784231
TBC1D5	NM_001349085	rs17200916	0.497829	chr3	17844751	17198653	17784231
TBC1D5	NM_001349086	rs17200916	0.497829	chr3	17844751	17198653	17784231
TBC1D5	NM_001349081	rs17200916	0.497829	chr3	17844751	17198653	17784231
TBC1D5	NM_001349080	rs17200916	0.497829	chr3	17844751	17198653	17784231
TBC1D5	NM_001349079	rs17200916	0.497829	chr3	17844751	17198653	17784231
TBC1D5	NM_001349078	rs17200916	0.497829	chr3	17844751	17198653	17784231
TBC1D5	NM_001349073	rs17200916	0.497829	chr3	17844751	17198653	17784231
TBC1D5	NM_001349089	rs17200916	0.497829	chr3	17844751	17198653	17784231
TBC1D5	NM_001134381	rs17200916	0.497829	chr3	17844751	17198653	17741512
TBC1D5	NM_001349091	rs17200916	0.497829	chr3	17844751	17198653	17784231
LOC339862	NM_001257177	rs17200916	0.497829	chr3	17844751	18004063	18310410
LOC105376975	NR_135536	rs17200916	0.497829	chr3	17844751	17784435	17787154
NGEF	NM_019850	rs186132169	0	chr2	233792971	233743411	233877966
EIF4E2	NM_001330203	rs186132169	0	chr2	233792971	233415296	233448355
GIGYF2	NR_103494	rs186132169	0	chr2	233792971	233562014	233601358
GIGYF2	NR_103493	rs186132169	0	chr2	233792971	233562014	233601358
GIGYF2	NR_103492	rs186132169	0	chr2	233792971	233599126	233725287
EIF4E2	NM_001276337	rs186132169	0	chr2	233792971	233415296	233448355
EIF4E2	NM_001276336	rs186132169	0	chr2	233792971	233415296	233448355
EIF4E2	NM_001282958	rs186132169	0	chr2	233792971	233415296	233448355
GIGYF2	NM_015575	rs186132169	0	chr2	233792971	233562014	233725289
GIGYF2	NR_103495	rs186132169	0	chr2	233792971	233562014	233601358
GIGYF2	NM_001103148	rs186132169	0	chr2	233792971	233562014	233725289
GIGYF2	NM_001103146	rs186132169	0	chr2	233792971	233562014	233725289
GIGYF2	NM_001103147	rs186132169	0	chr2	233792971	233562014	233725289
INPP5D	NM_005541	rs186132169	0	chr2	233792971	233924676	234116549
DGKD	NM_152879	rs186132169	0	chr2	233792971	234263152	234380743
INPP5D	NM_001017915	rs186132169	0	chr2	233792971	233924676	234116549
SAG	NM_000541	rs186132169	0	chr2	233792971	234216308	234255701
EIF4E2	NM_001330202	rs186132169	0	chr2	233792971	233415515	233433921
PRSS56	NM_001195129	rs186132169	0	chr2	233792971	233385172	233390425
CHRND	NM_000751	rs186132169	0	chr2	233792971	233390869	233401374
CHRND	NM_001311196	rs186132169	0	chr2	233792971	233390869	233401375
CHRND	NM_001311195	rs186132169	0	chr2	233792971	233390869	233401375
